CID,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,Score
5218,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,5
5219,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,7
5220,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5
5221,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,9
5222,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,7
5223,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,3
5224,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,5
5225,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,7
5226,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,5
5227,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,6
5228,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,7
5229,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,5
5230,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,5
5231,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3
5232,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,4
5233,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,7
5234,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,7
5235,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,6
5236,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,7
5237,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,6
5238,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,3
5239,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,7
5240,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,3
5241,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,4
5242,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,4
5243,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,5
5244,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,5
5245,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,3
5246,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,6
5247,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,8
5248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2
5249,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,5
5250,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,6
5251,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,7
5252,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,5
5253,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,7
5254,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,4
5255,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,8
5256,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,4
5257,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,5
5258,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,5
5259,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,5
5260,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,3
5261,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,5
5262,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,5
5263,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3
5264,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,3
5265,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,5
5266,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,4
5267,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,4
5268,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,6
5269,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,3
5270,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,4
5271,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,5
5272,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,8
5273,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,4
5274,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,5
5275,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,6
5276,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,6
5277,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,7
5278,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,8
5279,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,4
5280,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,4
5281,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,6
5282,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,6
5283,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3
5284,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7
5285,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,6
5286,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,5
5287,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,6
5288,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,5
5289,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,6
5290,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,5
5291,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,7
5292,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,7
5293,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,4
5294,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,7
5295,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,5
5296,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,7
5297,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,8
5298,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,7
5299,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,4
5300,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,3
5301,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,5
5302,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,7
5303,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,4
5304,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,6
5305,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,5
5306,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,4
5307,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,10
5308,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,4
5309,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,6
5310,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,6
5311,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,4
5312,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,6
5313,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,6
5314,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,5
5315,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,8
5316,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,6
5317,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,7
5318,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,6
5319,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,7
5320,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,7
5321,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,5
5322,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,5
5323,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,5
5324,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3
5325,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,6
5326,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,4
5327,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,7
5328,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,6
5329,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,7
5330,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,3
5331,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,4
5332,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,5
5333,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,6
5334,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,6
5335,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4
5336,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,7
5337,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,6
5338,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,4
5339,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,4
5340,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,6
5341,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,4
5342,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,5
5343,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,5
5344,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,6
5345,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
5346,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,8
5347,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,3
5348,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,6
5349,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,5
5350,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,2
5351,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,3
5352,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,5
5353,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,4
5354,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,7
5355,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,8
5356,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,5
5357,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,5
5358,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,7
5359,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,8
5360,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,3
5361,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,6
5362,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,7
5363,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,3
5364,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,4
5365,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,6
5366,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,7
5367,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,8
5368,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,5
5369,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,6
5370,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,6
5371,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,6
5372,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,5
5373,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,4
5374,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,7
5375,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,7
5376,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,6
5377,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,4
5378,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,5
5379,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,9
5380,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,5
5381,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,5
5382,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,3
5383,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,7
5384,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,4
5385,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,8
5386,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,3
5387,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,7
5388,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,4
5389,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,6
5390,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,8
5391,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,7
5392,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,6
5393,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,6
5394,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3
5395,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,4
5396,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,6
5397,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,4
5398,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,5
5399,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,6
5400,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,6
5401,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,8
5402,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,6
5403,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,7
5404,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,5
5405,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,5
5406,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,5
5407,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,3
5408,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,6
5409,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,9
5410,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,6
5411,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,5
5412,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,5
5413,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3
5414,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,5
5415,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,6
5416,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5
5417,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,5
5418,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5
5419,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,8
5420,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6
5421,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,6
5422,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,6
5423,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,4
5424,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,6
5425,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,6
5426,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,7
5427,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,4
5428,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,9
5429,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,4
5430,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3
5431,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,8
5432,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,3
5433,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,4
5434,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,3
5435,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,4
5436,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,7
5437,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,5
5438,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,5
5439,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,6
5440,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,6
5441,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,4
5442,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,4
5443,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,3
5444,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,6
5445,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,4
5446,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,5
5447,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,4
5448,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,4
5449,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,2
5450,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,3
5451,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,6
5452,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,3
5453,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,7
5454,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,4
5455,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,8
5456,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,6
5457,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,8
5458,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,6
5459,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,6
5460,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,7
5461,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,8
5462,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,5
5463,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,4
5464,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,4
5465,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,8
5466,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,7
5467,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,9
5468,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3
5469,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,5
5470,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,6
5471,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3
5472,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,4
5473,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,3
5474,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,5
5475,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,7
5476,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,7
5477,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,8
5478,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,7
5479,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,7
5480,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,4
5481,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,6
5482,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,4
5483,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,5
5484,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,4
5485,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,8
5486,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,3
5487,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,6
5488,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,5
5489,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,6
5490,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,8
5491,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,4
5492,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,9
5493,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,4
5494,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,4
5495,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,5
5496,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,5
5497,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,6
5498,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,6
5499,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,5
5500,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,6
5501,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,5
5502,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,5
5503,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,5
5504,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,4
5505,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,9
5506,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,4
5507,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,5
5508,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,4
5509,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,5
5510,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,7
5511,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,6
5512,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,6
5513,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,7
5514,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,5
5515,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,7
5516,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,6
5517,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5
5518,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,4
5519,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,5
5520,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,5
5521,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,4
5522,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,6
5523,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,9
5524,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,10
5525,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,5
5526,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,4
5527,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,5
5528,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,4
5529,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,5
5530,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6
5531,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,5
5532,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,5
5533,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,4
5534,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,7
5535,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,3
5536,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,8
5537,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,3
5538,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,6
5539,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,3
5540,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,9
5541,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,4
5542,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,6
5543,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,7
5544,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,7
5545,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,6
5546,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,6
5547,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,4
5548,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,9
5549,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,8
5550,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,6
5551,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,5
5552,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,7
5553,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,5
5554,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,7
5555,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,7
5556,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2
5557,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,7
